	PLAYER	2016/17 	2016/17(*)
281.	Aaron Brooks	$2,700,000	$3,043,669
282.	Elfrid Payton	$2,613,600	$2,946,272
283.	Justise Winslow	$2,593,440	$2,923,546
284.	Thon Maker	$2,568,600	$2,895,544
285.	Martell Webster	$2,500,000	$2,818,212
285.	Richard Jefferson	$2,500,000	$2,818,212
285.	Randy Foye	$2,500,000	$2,818,212
285.	Malcolm Delaney	$2,500,000	$2,818,212
289.	Doug McDermott	$2,483,040	$2,799,093
290.	Domantas Sabonis	$2,440,200	$2,750,801
291.	Shelvin Mack	$2,433,334	$2,743,061
292.	Myles Turner	$2,380,440	$2,683,434
293.	Tony Snell	$2,368,327	$2,669,779
294.	Archie Goodwin	$2,350,999	$2,650,245
295.	Gorgui Dieng	$2,348,782	$2,647,746
296.	Trey Lyles	$2,340,600	$2,638,523
297.	Mason Plumlee	$2,328,530	$2,624,917
298.	Dario Saric	$2,318,280	$2,613,362
298.	Taurean Prince	$2,318,280	$2,613,362
300.	Tim Hardaway Jr	$2,281,605	$2,572,019
301.	Reggie Bullock	$2,255,644	$2,542,753
302.	Alonzo Gee	$2,255,408	$2,542,487
303.	Zach LaVine	$2,240,880	$2,526,110
304.	Devin Booker	$2,223,600	$2,506,631
305.	Luc Mbah a Moute	$2,203,000	$2,483,409
306.	Georgios Papagiannis	$2,202,240	$2,482,552
307.	Maurice Williams	$2,194,500	$2,473,827
308.	Andre Roberson	$2,183,072	$2,460,944
309.	TJ Warren	$2,128,920	$2,399,899
310.	Rudy Gobert	$2,121,287	$2,391,295
311.	Cameron Payne	$2,112,480	$2,381,367
312.	Joe Ingles	$2,100,000	$2,367,298
313.	Denzel Valentine	$2,092,200	$2,358,505
314.	Tim Frazier	$2,090,000	$2,356,025
315.	Adreian Payne	$2,022,240	$2,279,641
316.	Kelly Oubre	$2,006,640	$2,262,055
317.	Juan Hernangomez	$1,987,440	$2,240,411
318.	Lucas Nogueira	$1,921,320	$2,165,875
318.	Jusuf Nurkic	$1,921,320	$2,165,875
320.	Terry Rozier	$1,906,440	$2,149,101
321.	James Young	$1,825,200	$2,057,520
322.	Rashad Vaughn	$1,811,040	$2,041,558
323.	Kevin Seraphin	$1,800,000	$2,029,113
324.	Wade Baldwin	$1,793,760	$2,022,078
325.	Tyler Ennis	$1,733,880	$1,954,577
326.	Sam Dekker	$1,720,560	$1,939,561
327.	Joffrey Lauvergne	$1,709,719	$1,927,340
328.	Henry Ellenson	$1,704,120	$1,921,029
329.	Gary Harris	$1,655,880	$1,866,648
330.	Jerian Grant	$1,643,040	$1,852,174
331.	Malik Beasley	$1,627,320	$1,834,453
332.	RJ Hunter	$1,625,240	$1,832,108
333.	Bruno Caboclo	$1,589,640	$1,791,977
334.	Delon Wright	$1,577,280	$1,778,044
335.	Jarrett Jack	$1,571,705	$1,771,758
336.	Caris LeVert	$1,562,280	$1,761,134
337.	David Lee	$1,551,659	$1,749,162
337.	Caron Butler	$1,551,659	$1,749,162
337.	Steve Novak	$1,551,659	$1,749,162
337.	Jason Terry	$1,551,659	$1,749,162
337.	Metta World Peace	$1,551,659	$1,749,162
337.	Brandon Bass	$1,551,659	$1,749,162
337.	Raymond Felton	$1,551,659	$1,749,162
337.	David West	$1,551,659	$1,749,162
337.	James Jones	$1,551,659	$1,749,162
337.	Chris Andersen	$1,551,659	$1,749,162
347.	Mitch McGary	$1,526,040	$1,720,282
348.	Justin Anderson	$1,514,160	$1,706,890
349.	Marcelo Huertas	$1,500,000	$1,690,927
350.	DeAndre Bembry	$1,499,760	$1,690,657
351.	Jordan Adams	$1,465,080	$1,651,562
352.	Demetrius Jackson	$1,450,000	$1,634,563
353.	Malachi Richardson	$1,439,880	$1,623,155
354.	Sasha Vujacic	$1,410,598	$1,590,146
354.	Gerald Green	$1,410,598	$1,590,146
356.	Rodney Hood	$1,406,520	$1,585,549
357.	Bobby Portis	$1,404,600	$1,583,384
358.	Michael Beasley	$1,403,611	$1,582,269
358.	Marreese Speights	$1,403,611	$1,582,269
358.	JaVale McGee	$1,403,611	$1,582,269
361.	Rondae Hollis-Jefferson	$1,395,600	$1,573,239
362.	Willy Hernangomez	$1,375,000	$1,550,017
363.	Deyonta Davis	$1,369,229	$1,543,511
