	PLAYER	2009/10 	2009/10(*)
323.	Anthony Carter	$1,306,455	$1,645,665
323.	Lindsey Hunter	$1,306,455	$1,645,665
323.	Theo Ratliff	$1,306,455	$1,645,665
323.	Joe Smith	$1,306,455	$1,645,665
332.	Ben Wallace	$1,306,445	$1,645,653
333.	Malik Allen	$1,300,000	$1,637,534
334.	Darren Collison	$1,266,120	$1,594,858
335.	Courtney Lee	$1,264,440	$1,592,741
336.	Wilson Chandler	$1,255,440	$1,581,405
337.	Ronnie Price	$1,250,000	$1,574,552
338.	Jamaal Magloire	$1,229,225	$1,548,383
339.	Kosta Koufos	$1,214,040	$1,529,255
340.	Allen Iverson	$1,191,180	$1,500,459
340.	Earl Boykins	$1,191,180	$1,500,460
342.	Sean Marks	$1,187,686	$1,496,059
343.	Jarron Collins	$1,181,803	$1,488,648
343.	Jason Collins	$1,181,803	$1,488,648
345.	Omri Casspi	$1,167,000	$1,470,002
346.	Rudy Fernandez	$1,165,320	$1,467,886
347.	BJ Mullens	$1,120,200	$1,411,051
347.	Serge Ibaka	$1,120,200	$1,411,051
349.	Nicolas Batum	$1,118,760	$1,409,237
350.	Aaron Brooks	$1,118,520	$1,408,934
351.	Primoz Brezec	$1,107,572	$1,395,144
351.	Carlos Arroyo	$1,107,572	$1,395,144
353.	Devin Brown	$1,100,000	$1,385,606
354.	Arron Afflalo	$1,086,240	$1,368,273
355.	George Hill	$1,081,680	$1,362,529
356.	Ian Mahinmi	$1,079,640	$1,359,960
357.	Rodrigue Beaubois	$1,075,440	$1,354,669
358.	Alando Tucker	$1,071,720	$1,349,983
359.	Chris Quinn	$1,055,000	$1,328,922
360.	Darrell Arthur	$1,050,480	$1,323,228
361.	Royal Ivey	$1,050,000	$1,322,624
362.	Donte Greene	$1,044,000	$1,315,066
363.	Taj Gibson	$1,039,800	$1,309,775
364.	DJ White	$1,036,440	$1,305,543
365.	Quinton Ross	$1,033,342	$1,301,641
365.	Keith Bogans	$1,033,342	$1,301,641
367.	James Singleton	$1,030,189	$1,297,669
368.	JR Giddens	$1,028,880	$1,296,020
369.	DeMarre Carroll	$1,009,680	$1,271,835
370.	Wayne Ellington	$1,003,560	$1,264,126
371.	Aaron Gray	$1,000,497	$1,260,268
371.	CJ Watson	$1,000,497	$1,260,268
373.	Greg Buckner	$1,000,000	$1,259,642
374.	Toney Douglas	$996,240	$1,254,905
375.	Didier Ilunga-Mbenga	$959,111	$1,208,136
375.	Josh Powell	$959,111	$1,208,136
377.	Yakhouba Diawara	$945,000	$1,190,361
378.	Sean May	$884,881	$1,114,633
378.	Ike Diogu	$884,881	$1,114,633
378.	Luther Head	$884,881	$1,114,633
378.	Johan Petro	$884,881	$1,114,633
378.	Joey Graham	$884,881	$1,114,633
378.	Stephen Graham	$884,881	$1,114,633
384.	Joey Dorsey	$881,000	$1,109,744
385.	Kyle Weaver	$870,968	$1,097,108
386.	Kyrylo Fesenko	$870,000	$1,095,888
387.	Louis Amundson	$855,189	$1,077,232
387.	Rodney Carney	$855,189	$1,077,232
387.	Marcus Williams	$855,189	$1,077,232
387.	Steve Novak	$855,189	$1,077,232
387.	Leon Powe	$855,189	$1,077,232
387.	Randolph Morris	$855,189	$1,077,232
393.	DeJuan Blair	$850,000	$1,070,695
394.	Ime Udoka	$838,034	$1,055,622
395.	Marcus Haislip	$825,497	$1,039,830
395.	Dominic McGuire	$825,497	$1,039,830
395.	Joel Anthony	$825,497	$1,039,830
395.	Josh McRoberts	$825,497	$1,039,830
395.	Will Bynum	$825,497	$1,039,830
395.	Shelden Williams	$825,497	$1,039,830
401.	Sam Young	$824,200	$1,038,197
402.	Jonathan Bender	$801,361	$1,009,428
403.	Mario Chalmers	$773,500	$974,333
404.	Sonny Weems	$736,420	$927,625
404.	Malik Hairston	$736,420	$927,625
404.	Henry Walker	$736,420	$927,625
404.	Nathan Jawai	$736,420	$927,625
404.	Luc Mbah a Moute	$736,420	$927,625
404.	Bobby Brown	$736,420	$927,625
404.	DeAndre Jordan	$736,420	$927,625
404.	Anthony Morrow	$736,420	$927,625
404.	Jawad Williams	$736,420	$927,625
404.	Darnell Jackson	$736,420	$927,625
414.	Chris Douglas-Roberts	$736,000	$927,096
415.	Jermaine Taylor	$725,000	$913,240
416.	Jodie Meeks	$650,000	$818,767
417.	Chris Hunter	$632,455	$796,666
418.	Kareem Rush	$534,906	$673,790
419.	Jason Hart	$521,384	$656,756
420.	Marcus Thornton	$457,888	$576,775
421.	Wesley Matthews	$457,588	$576,397
421.	Jon Brockman	$457,588	$576,397
421.	Patrick Mills	$457,588	$576,397
421.	Jeff Ayres	$457,588	$576,397
421.	Dante Cunningham	$457,588	$576,397
421.	Taylor Griffin	$457,588	$576,397
421.	AJ Price	$457,588	$576,397
421.	Chase Budinger	$457,588	$576,397
421.	DaJuan Summers	$457,588	$576,397
421.	Jonas Jerebko	$457,588	$576,397
421.	Danny Green	$457,588	$576,397
421.	Derrick Brown	$457,588	$576,397
421.	Marcus Landry	$457,588	$576,397
434.	Mario West	$446,740	$562,732
435.	Anthony Tolliver	$411,529	$518,378
436.	Lester Hudson	$392,987	$495,022
437.	Coby Karl	$355,215	$447,443
438.	Shavlik Randolph	$343,542	$432,739
439.	Pops Mensah-Bonsu	$330,199	$415,932
440.	Othello Hunter	$307,564	$387,420
441.	Roko Ukic	$303,232	$381,963
442.	Shaun Livingston	$296,695	$373,729
443.	Sundiata Gaines	$269,169	$339,056
444.	Ryan Bowen	$209,592	$264,010
445.	Garrett Temple	$180,344	$227,168
446.	Mike Wilks	$175,908	$221,581
447.	Antonio Anderson	$139,968	$176,309
448.	Cartier Martin	$86,638	$109,132
449.	Quincy Douby	$85,519	$107,723
450.	Paul Davis	$80,488	$101,386
451.	Desmond Mason	$76,850	$96,803
452.	Mike Harris	$64,978	$81,849
453.	Cedric Jackson	$53,834	$67,811
454.	Will Conroy	$48,559	$61,166
455.	Chris Richard	$43,319	$54,566
456.	JamesOn Curry	$26,917	$33,905
